DB04571,DB00460,75
DB00855,DB00460,75
DB09536,DB00460,75
DB11630,DB00460,75
DB01878,DB00460,75
DB00140,DB00460,75
DB00821,DB00460,75
DB06148,DB01116,45
DB00517,DB00391,45
DB01168,DB01071,45
DB00732,DB08897,45
DB00810,DB01409,45
DB00805,DB00434,45
DB00496,DB01409,45
DB01409,DB08897,45
DB00182,DB06153,45
DB00219,DB00391,45
DB01037,DB00366,45
DB00670,DB00986,45
DB01168,DB00366,45
DB06148,DB00387,45
DB06148,DB01591,45
DB00572,DB09076,45
DB01247,DB00434,45
DB06148,DB00782,45
DB00732,DB00986,45
DB00782,DB08897,45
DB01116,DB00986,45
DB00670,DB09076,45
DB01247,DB00366,45
DB00747,DB00986,45
DB00517,DB00986,45
DB00182,DB00366,45
DB09076,DB00391,45
DB00780,DB01071,45
DB01199,DB00986,45
DB01037,DB00434,45
DB01591,DB00986,45
DB06148,DB01090,45
DB08897,DB09076,45
DB01171,DB00434,45
DB01199,DB00391,45
DB00387,DB09076,45
DB01367,DB00366,45
DB00209,DB00391,45
DB00732,DB00391,45
DB00332,DB09076,45
DB00614,DB00283,45
DB00483,DB09076,45
DB06148,DB11315,45
DB00517,DB08897,45
DB12278,DB08897,45
DB01116,DB00391,45
DB09244,DB00283,45
DB12278,DB00986,45
DB06702,DB01409,45
DB00782,DB00391,45
DB09244,DB00366,45
DB00752,DB06153,45
DB06148,DB00340,45
DB01062,DB00986,45
DB00219,DB00986,45
DB00986,DB01409,45
DB00209,DB08897,45
DB00614,DB06153,45
DB09241,DB00366,45
DB01036,DB09076,45
DB00805,DB01071,45
DB01171,DB06153,45
DB00209,DB09076,45
DB06702,DB08897,45
DB00332,DB00391,45
DB00376,DB09076,45
DB00908,DB01409,45
DB01171,DB01071,45
DB00387,DB01409,45
DB01168,DB00434,45
DB00967,DB00391,45
DB01339,DB08897,45
DB00392,DB01409,45
DB00572,DB01409,45
DB00809,DB09076,45
DB01090,DB01409,45
DB00805,DB00283,45
DB09245,DB00366,45
DB00752,DB00434,45
DB00908,DB09076,45
DB00209,DB01409,45
DB06148,DB01409,45
DB11315,DB01409,45
DB06148,DB01338,45
DB01173,DB00986,45
DB00752,DB00366,45
DB06148,DB01173,45
DB00614,DB00366,45
DB01367,DB00434,45
DB06148,DB00986,45
DB01337,DB00391,45
DB00940,DB00391,45
DB00424,DB09076,45
DB00392,DB00391,45
DB00219,DB01409,45
DB06148,DB01337,45
DB01168,DB00283,45
DB01199,DB08897,45
DB00376,DB00986,45
DB01409,DB09076,45
DB00670,DB08897,45
DB00657,DB00391,45
DB00462,DB08897,45
DB00979,DB09076,45
DB06148,DB00809,45
DB00496,DB00391,45
DB01116,DB08897,45
DB12278,DB00391,45
DB01116,DB09076,45
DB00732,DB09076,45
DB00809,DB00391,45
DB01367,DB00283,45
DB06148,DB00245,45
DB01173,DB01409,45
DB12278,DB09076,45
DB06702,DB00986,45
DB06148,DB09300,45
DB01037,DB01071,45
DB00908,DB08897,45
DB09245,DB00434,45
DB00387,DB00986,45
DB06148,DB00804,45
DB09244,DB06153,45
DB00657,DB08897,45
DB01199,DB01409,45
DB00245,DB00391,45
DB01037,DB06153,45
DB00782,DB00986,45
DB01247,DB01071,45
DB01337,DB09076,45
DB01090,DB00391,45
DB00483,DB00391,45
DB01338,DB09076,45
DB00967,DB09076,45
DB06148,DB00496,45
DB01367,DB01071,45
DB09244,DB00434,45
DB06148,DB00392,45
DB09245,DB01071,45
DB09241,DB01071,45
DB01062,DB01409,45
DB06148,DB00810,45
DB06148,DB00747,45
DB06148,DB00979,45
DB01626,DB00283,45
DB00810,DB08897,45
DB00392,DB00986,45
DB01626,DB06153,45
DB00805,DB00366,45
DB00810,DB09076,45
DB00804,DB08897,45
DB01626,DB00434,45
DB06148,DB00940,45
DB00986,DB00391,45
DB06148,DB00209,45
DB00780,DB00283,45
DB00483,DB08897,45
DB09300,DB00391,45
DB06148,DB00572,45
DB00747,DB01409,45
DB00376,DB00391,45
DB00245,DB08897,45
DB00496,DB00986,45
DB01116,DB01409,45
DB01173,DB08897,45
DB00614,DB00434,45
DB06148,DB00908,45
DB08897,DB00391,45
DB00804,DB00986,45
DB06148,DB00462,45
DB00979,DB00391,45
DB06148,DB01062,45
DB00517,DB09076,45
DB00967,DB08897,45
DB00940,DB01409,45
DB00245,DB01409,45
DB00986,DB09076,45
DB00392,DB09076,45
DB11315,DB00986,45
DB01036,DB00986,45
DB00517,DB01409,45
DB01337,DB08897,45
DB00809,DB01409,45
DB12278,DB01409,45
DB00747,DB09076,45
DB09245,DB00283,45
DB00483,DB01409,45
DB01062,DB09076,45
DB00483,DB00986,45
DB00392,DB08897,45
DB00462,DB09076,45
DB00340,DB00986,45
DB01338,DB01409,45
DB01339,DB01409,45
DB09241,DB06153,45
DB00635,DB09275,4
DB00860,DB03754,4
DB00860,DB09104,4
DB01130,DB06724,4
DB00635,DB13595,4
DB00741,DB03754,4
DB01047,DB09281,4
DB11921,DB01377,4
DB00959,DB06723,4
DB00764,DB01390,4
DB00394,DB09281,4
DB04574,DB01377,4
DB00596,DB13595,4
DB00687,DB03754,4
DB00240,DB09281,4
DB00547,DB06724,4
DB01047,DB06724,4
DB13158,DB03754,4
DB00288,DB01390,4
DB02187,DB01377,4
DB00253,DB06723,4
DB00896,DB13595,4
DB09091,DB09104,4
DB01234,DB03754,4
DB00591,DB09104,4
DB00596,DB09104,4
DB00443,DB13595,4
DB00620,DB08938,4
DB01260,DB06724,4
DB13158,DB06724,4
DB06786,DB13595,4
DB06781,DB13595,4
DB11921,DB06723,4
DB00223,DB06723,4
DB01130,DB01370,4
DB01708,DB06723,4
DB00588,DB01377,4
DB06781,DB03754,4
DB00620,DB09104,4
DB08905,DB06724,4
DB01384,DB09275,4
DB08905,DB09104,4
DB00635,DB01377,4
DB00253,DB03754,4
DB11921,DB06724,4
DB04574,DB06724,4
DB00288,DB01377,4
DB00547,DB08938,4
DB01222,DB09281,4
DB08905,DB08938,4
DB00959,DB03754,4
DB00324,DB09281,4
DB09091,DB09275,4
DB09095,DB09275,4
DB01130,DB09281,4
DB00663,DB13595,4
DB00223,DB01370,4
DB00687,DB06723,4
DB00860,DB06723,4
DB09091,DB01377,4
DB06781,DB09281,4
DB00635,DB01390,4
DB13158,DB06723,4
DB00180,DB01390,4
DB00591,DB06724,4
DB00596,DB06724,4
DB06786,DB01377,4
DB01260,DB09281,4
DB00896,DB08938,4
DB00591,DB06723,4
DB00547,DB01377,4
DB00596,DB06723,4
DB00588,DB09281,4
DB11921,DB01370,4
DB00846,DB13595,4
DB00253,DB09104,4
DB04574,DB08938,4
DB06786,DB08938,4
DB06781,DB08938,4
DB11921,DB01390,4
DB08970,DB01377,4
DB01234,DB06724,4
DB00324,DB06724,4
DB00588,DB08938,4
DB00860,DB01370,4
DB00959,DB09104,4
DB00896,DB09104,4
DB01708,DB01377,4
DB00873,DB09104,4
DB01130,DB01390,4
DB00288,DB03754,4
DB08905,DB01377,4
DB08906,DB01377,4
DB01380,DB08938,4
DB01384,DB08938,4
DB01260,DB01377,4
DB01708,DB09281,4
DB00288,DB01370,4
DB13158,DB01370,4
